ACA,0,TLC,0
AGU,0,MEX,0
BOG,0,MEX,0
CEN,0,MEX,0
CJS,0,MEX,0
CME,0,MEX,0
CPE,0,MEX,0
CTM,0,MEX,0
CUL,0,MEX,0
CUN,0,MEX,0
CUN,0,MTY,0
CUN,0,TLC,0
CUU,0,MEX,0
CZM,0,MEX,0
GDL,0,MEX,0
GDL,0,MTY,0
GDL,0,SAT,0
GDL,0,SJD,0
GDL,0,SNA,0
GDL,0,TIJ,0
GUA,0,MEX,0
HAV,0,MEX,0
HMO,0,MEX,0
HUX,0,MEX,0
JFK,0,MEX,0
LAP,0,MEX,0
LAS,0,MTY,0
LAS,0,TLC,0
MEX,0,ACA,0
MEX,0,AGU,0
MEX,0,BOG,0
MEX,0,CEN,0
MEX,0,CJS,0
MEX,0,CME,0
MEX,0,CPE,0
MEX,0,CTM,0
MEX,0,CUL,0
MEX,0,CUN,0
MEX,0,CUU,0
MEX,0,CZM,0
MEX,0,GDL,0
MEX,0,GUA,0
MEX,0,HAV,0
MEX,0,HMO,0
MEX,0,HUX,0
MEX,0,JFK,0
MEX,0,LAP,0
MEX,0,MIA,0
MEX,0,MID,0
MEX,0,MTT,0
MEX,0,MTY,0
MEX,0,MZT,0
MEX,0,OAX,0
MEX,0,PQM,0
MEX,0,PVR,0
MEX,0,REX,0
MEX,0,SAT,0
MEX,0,SJD,0
MEX,0,SJO,0
MEX,0,SNA,0
MEX,0,TAM,0
MEX,0,TGZ,0
MEX,0,TIJ,0
MEX,0,TRC,0
MEX,0,VER,0
MEX,0,VSA,0
MEX,0,ZCL,0
MEX,0,ZIH,0
MEX,0,ZLO,0
MIA,0,MEX,0
MID,0,MEX,0
MTT,0,MEX,0
MTY,0,CUN,0
MTY,0,GDL,0
MTY,0,LAS,0
MTY,0,MEX,0
MTY,0,SAT,0
MTY,0,TLC,0
MZT,0,MEX,0
